school_name,year,StudentID,First Name,Last Name,Year Level,Class,Subject,Answers,Correct Answers,Question Number,Subject Contents,Assessment Areas,sydney_correct_count_percentage,sydney_average_score,sydney_participants,student_score,student_total_assessed,student_area_assessed_score,total_area_assessed_score,participant,correct_answer_percentage_per_class,average_score,school_percentile,sydney_percentile,strength_status,high_distinct_count,distinct_count,credit_count,participant_count,award
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,A,D,11,Subject Content 1 for Science,Assessment Area 1 for Science,82.76,1.51,53,99.77,57,6.33,5.85,42,9.36,80.49,66,62,E,58,72,80,59,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,D,B,7,Subject Content 2 for Science,Assessment Area 2 for Science,24.18,12.85,83,56.66,76,0.2,90.22,99,47.85,86.32,27,29,E,81,52,54,84,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,A,B,10,Subject Content 3 for Science,Assessment Area 3 for Science,7.1,8.27,96,39.11,28,35.4,43.26,34,63.93,28.64,11,76,E,86,71,50,15,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,B,C,15,Subject Content 4 for Science,Assessment Area 4 for Science,48.24,16.63,88,54.08,13,28.23,18.06,86,30.49,54.2,18,6,E,40,1,44,13,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,B,Z,21,Subject Content 5 for Science,Assessment Area 5 for Science,40.47,48.6,78,60.26,33,94.29,73.56,70,67.42,91.58,52,3,E,11,25,78,72,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,D,D,14,Subject Content 6 for Science,Assessment Area 6 for Science,81.28,83.07,44,45.64,39,27.31,68.17,28,97.38,81.47,24,93,E,80,7,66,15,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,B,D,4,Subject Content 7 for Science,Assessment Area 7 for Science,30.21,7.62,41,41.31,90,87.99,45.59,36,93.45,85.8,69,89,E,76,36,42,5,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,C,C,19,Subject Content 8 for Science,Assessment Area 8 for Science,56.53,34.18,36,56.36,41,22.14,87.02,17,83.05,3.47,68,56,E,90,76,65,43,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,A,A,25,Subject Content 9 for Science,Assessment Area 9 for Science,10.45,38.72,13,54.73,17,90.2,83.45,53,53.35,76.82,76,90,E,68,86,18,25,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,A,B,2,Subject Content 10 for Science,Assessment Area 10 for Science,79.13,15.63,56,26.71,58,51.91,6.59,91,48.12,85.03,14,73,E,96,72,46,39,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,A,A,8,Subject Content 1 for Science,Assessment Area 1 for Science,23.85,6.12,24,78.94,61,13.43,9.9,32,37.94,60.03,29,98,E,87,54,54,2,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,A,C,24,Subject Content 2 for Science,Assessment Area 2 for Science,24.58,24.73,38,38,83,65.84,0.82,89,46.6,40.13,95,8,E,79,57,76,67,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,A,Z,12,Subject Content 3 for Science,Assessment Area 3 for Science,10.35,2.94,69,18.5,40,78.2,59.24,49,4.39,66.74,60,13,E,12,93,9,26,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,C,B,3,Subject Content 4 for Science,Assessment Area 4 for Science,45.65,52.35,60,7.63,73,86.41,84.8,58,7.67,61.32,29,16,E,16,51,46,48,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Science,D,Z,17,Subject Content 5 for Science,Assessment Area 5 for Science,61.92,75.88,78,16.98,23,21.22,93.79,26,88.07,67.48,20,44,E,34,81,66,19,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,A,D,24,Subject Content 1 for Math,Assessment Area 1 for Math,75.29,81.13,10,83,64,25.09,42.55,77,28.25,80.34,18,10,E,81,12,19,78,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,C,Z,16,Subject Content 2 for Math,Assessment Area 2 for Math,71.53,59.19,13,51.38,65,36.16,56.56,17,1.38,74.81,52,65,E,51,67,68,89,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,D,C,4,Subject Content 3 for Math,Assessment Area 3 for Math,52.78,66.55,48,21.18,92,85.94,63.58,61,75.68,78.49,75,27,E,92,36,64,59,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,D,A,7,Subject Content 4 for Math,Assessment Area 4 for Math,45.54,70.08,21,52.9,22,53.1,50.75,88,51.82,73.07,59,74,E,9,37,19,70,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,A,D,21,Subject Content 5 for Math,Assessment Area 5 for Math,81.5,12.33,44,28.51,36,72.2,14.49,66,52.88,72.32,63,63,E,41,100,75,74,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,A,D,1,Subject Content 6 for Math,Assessment Area 6 for Math,94.61,16.01,36,8.6,89,8.22,65.33,30,44.15,47.1,80,33,E,98,42,45,20,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,D,C,3,Subject Content 7 for Math,Assessment Area 7 for Math,6.59,73.39,67,74.65,52,60.41,37.56,45,55.13,18.92,85,46,E,39,87,37,2,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,B,C,14,Subject Content 8 for Math,Assessment Area 8 for Math,30.77,25.82,82,50.32,63,60.94,0.95,30,28.41,18.44,82,59,E,35,53,60,93,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,B,D,22,Subject Content 9 for Math,Assessment Area 9 for Math,27.35,50.49,76,8.01,56,29.12,3.16,32,32.54,40.46,83,63,E,42,57,73,38,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,C,B,12,Subject Content 10 for Math,Assessment Area 10 for Math,73.37,27.48,74,76.12,77,47.41,17.75,12,98.65,75.95,35,38,E,54,5,29,56,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,C,Z,23,Subject Content 1 for Math,Assessment Area 1 for Math,65.94,57.03,75,42.53,31,90.72,9.74,49,5.36,90.52,89,56,E,24,87,5,54,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,D,Z,13,Subject Content 2 for Math,Assessment Area 2 for Math,48.34,51.17,33,77.79,22,62.2,40.52,43,98.91,30.12,10,91,E,77,40,48,69,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,A,A,17,Subject Content 3 for Math,Assessment Area 3 for Math,26.28,29.08,68,59.2,12,24.22,75.43,42,38.41,83.3,59,29,E,29,80,26,26,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,A,D,18,Subject Content 4 for Math,Assessment Area 4 for Math,99.56,69.47,74,44.19,23,46.11,61.92,37,60.73,38.14,47,91,E,31,100,33,54,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,C,D,11,Subject Content 5 for Math,Assessment Area 5 for Math,80.38,12.01,98,66.07,32,73.2,78.55,95,90.62,17.37,72,50,E,84,59,77,73,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,A,D,6,Subject Content 6 for Math,Assessment Area 6 for Math,98.09,65.01,42,78.16,66,45.4,48.37,12,47.26,85.62,73,100,E,29,53,6,35,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,A,A,9,Subject Content 7 for Math,Assessment Area 7 for Math,20.25,49.22,56,30.64,22,4.11,67.77,29,21.73,10.33,82,77,E,13,68,31,79,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,C,A,19,Subject Content 8 for Math,Assessment Area 8 for Math,19.95,66.95,80,37.14,85,51.18,14.73,27,8.3,17.86,65,64,E,33,99,20,45,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,B,C,25,Subject Content 9 for Math,Assessment Area 9 for Math,88.05,38.79,48,99.26,88,89.67,98.2,43,10.69,51.3,41,24,E,45,89,81,37,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,D,A,15,Subject Content 10 for Math,Assessment Area 10 for Math,46.96,93.66,41,64.71,31,87.64,31.37,100,96.09,7.86,45,9,E,82,2,68,1,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,A,C,20,Subject Content 1 for Math,Assessment Area 1 for Math,14.55,94.92,69,59.02,65,29.54,97.25,39,57.75,7.16,53,67,E,35,1,19,82,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,D,C,2,Subject Content 2 for Math,Assessment Area 2 for Math,59.46,9.96,98,28.33,42,63.44,32.05,36,27.42,39.39,51,91,E,35,93,82,50,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,A,D,10,Subject Content 3 for Math,Assessment Area 3 for Math,40.85,95.66,30,41.1,23,68.18,17.72,63,98.5,22.89,4,68,E,64,11,95,12,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,B,D,8,Subject Content 4 for Math,Assessment Area 4 for Math,6.82,35.68,51,12.47,44,4.15,52.46,26,31.37,88.31,21,65,E,73,37,44,68,Participation
"Christ King Catholic School, Bass Hill",2022,7,First Name 7,Last Name 7,12,Class 12,Math,D,D,5,Subject Content 5 for Math,Assessment Area 5 for Math,17.74,88.12,36,91.23,52,48.65,83.49,33,61.72,28.99,54,16,E,50,88,69,19,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,C,Z,8,Subject Content 1 for Science,Assessment Area 1 for Science,75.23,48.31,73,90.02,11,19.88,29.46,12,11.91,98.65,34,6,E,39,59,30,34,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,C,D,5,Subject Content 2 for Science,Assessment Area 2 for Science,79.43,94.42,29,15.44,100,80.06,53.32,99,10.18,41.17,37,95,E,84,83,38,7,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,D,D,7,Subject Content 3 for Science,Assessment Area 3 for Science,57.77,65.79,94,30.03,20,2.35,25.74,84,65.7,36.83,87,62,E,29,4,62,92,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,B,B,17,Subject Content 4 for Science,Assessment Area 4 for Science,55.56,19.51,48,36.4,38,69.05,99.79,55,6.92,75.45,86,41,E,85,90,52,35,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,B,B,23,Subject Content 5 for Science,Assessment Area 5 for Science,90.56,48.58,95,65.05,71,36.25,22.03,49,65.21,58.16,63,7,E,87,71,34,4,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,C,A,1,Subject Content 6 for Science,Assessment Area 6 for Science,72.89,87.44,47,18.04,42,7.73,28.47,72,85.25,84.6,5,72,E,99,7,70,82,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,A,C,25,Subject Content 7 for Science,Assessment Area 7 for Science,73.76,78.82,22,61.31,30,49.46,49.94,54,19.25,64.54,31,39,E,5,34,12,62,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,C,B,18,Subject Content 8 for Science,Assessment Area 8 for Science,21.86,62.3,53,25.69,20,11.96,0.83,29,31.62,40.34,36,42,E,55,8,92,66,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,B,A,14,Subject Content 9 for Science,Assessment Area 9 for Science,53.58,90.81,50,65.5,40,75.84,91.82,73,11.84,17.04,34,67,E,54,99,45,14,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,D,Z,2,Subject Content 10 for Science,Assessment Area 10 for Science,98.31,87.85,47,99.94,30,11.75,26.93,37,4.57,18.33,80,57,E,76,2,25,66,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,C,Z,20,Subject Content 1 for Science,Assessment Area 1 for Science,71.3,64.33,69,68.62,23,97.05,61.7,33,93.44,34.48,59,56,E,64,93,13,40,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,A,D,4,Subject Content 2 for Science,Assessment Area 2 for Science,75.23,11.69,40,83.3,73,89.28,82.26,49,19.19,80.77,33,74,E,5,12,54,82,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,A,D,21,Subject Content 3 for Science,Assessment Area 3 for Science,75.75,90.02,97,29.38,16,86.42,35.21,35,99.52,65.88,83,89,E,70,47,84,2,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,C,D,11,Subject Content 4 for Science,Assessment Area 4 for Science,68.79,15.96,51,74.66,55,99.17,28.31,23,42.93,28.98,44,36,E,58,20,19,2,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,D,B,24,Subject Content 5 for Science,Assessment Area 5 for Science,40.75,74.15,59,62.95,48,3.56,13.05,57,9.71,87.99,15,95,E,38,31,82,88,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,A,D,15,Subject Content 6 for Science,Assessment Area 6 for Science,51.84,1.13,95,89.04,21,11.51,73.5,27,20.41,79.58,96,90,E,96,10,75,50,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,D,D,9,Subject Content 7 for Science,Assessment Area 7 for Science,64.62,16.77,53,20.76,29,87.85,42.95,34,56.84,92.66,45,19,E,15,24,86,59,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,C,A,10,Subject Content 8 for Science,Assessment Area 8 for Science,57.38,52.28,70,2.79,65,86,35.4,63,65.51,31.5,19,62,E,40,28,56,29,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,B,B,22,Subject Content 9 for Science,Assessment Area 9 for Science,2.25,4.79,49,36.11,38,39.51,57.32,12,71.55,86,30,13,E,54,8,76,56,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,C,C,13,Subject Content 10 for Science,Assessment Area 10 for Science,41.17,9.4,84,23.04,89,91.62,45.21,70,0.43,40.39,40,31,E,84,61,53,65,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,A,D,12,Subject Content 1 for Science,Assessment Area 1 for Science,12.12,32.72,32,72.46,58,57.65,42.01,34,88.25,66.37,21,36,E,54,24,80,31,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,B,D,6,Subject Content 2 for Science,Assessment Area 2 for Science,47.68,75.41,77,58.48,43,72.28,27.74,62,86.39,40.4,64,9,E,66,51,6,50,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,D,C,3,Subject Content 3 for Science,Assessment Area 3 for Science,85.63,87.38,67,6.24,17,68.86,5.49,47,67.83,43.27,82,25,E,1,50,37,63,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,C,C,19,Subject Content 4 for Science,Assessment Area 4 for Science,55.03,89.53,87,0.92,28,65.6,19.66,19,50.32,5.76,86,14,E,9,6,61,23,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Science,D,C,16,Subject Content 5 for Science,Assessment Area 5 for Science,92.28,49.75,64,95.59,62,39.15,71.77,46,29.95,35.65,38,94,E,3,95,77,6,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,D,C,1,Subject Content 1 for Math,Assessment Area 1 for Math,25.29,5.43,17,46.88,42,36.63,21.69,54,27.66,36.77,27,59,E,69,9,92,69,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,A,D,6,Subject Content 2 for Math,Assessment Area 2 for Math,99.31,62.17,38,64.94,96,41.09,83.11,79,98.12,33.88,83,86,E,14,45,92,10,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,B,C,22,Subject Content 3 for Math,Assessment Area 3 for Math,26.16,9.81,26,28.15,68,3.76,58.16,12,0.63,42.53,32,25,E,45,100,86,62,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,D,A,18,Subject Content 4 for Math,Assessment Area 4 for Math,82.7,79.42,79,32.82,19,9.71,48.14,66,47.06,35.13,76,33,E,9,8,39,80,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,D,D,20,Subject Content 5 for Math,Assessment Area 5 for Math,4.4,3.4,11,15.44,43,53.34,68.4,77,20.81,64.58,17,88,E,3,15,40,47,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,C,A,5,Subject Content 6 for Math,Assessment Area 6 for Math,14.57,55.19,34,68.47,96,9.45,7.83,20,62.79,55.69,97,16,E,13,1,39,63,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,D,B,16,Subject Content 7 for Math,Assessment Area 7 for Math,17.2,97.63,88,73.81,86,34.02,91.61,79,23.86,32.74,40,37,E,85,77,3,50,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,A,A,10,Subject Content 8 for Math,Assessment Area 8 for Math,55.13,14.6,99,71.03,83,9.59,16.8,20,50.63,12.16,16,79,E,80,89,32,39,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,D,B,23,Subject Content 9 for Math,Assessment Area 9 for Math,16.34,90.02,80,50.52,86,54.74,43.66,94,17.96,80.31,96,55,E,58,20,16,12,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,C,D,9,Subject Content 10 for Math,Assessment Area 10 for Math,19.83,85.51,83,46.62,45,24.25,40.97,23,7.12,2.87,41,21,E,93,63,86,100,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,D,A,7,Subject Content 1 for Math,Assessment Area 1 for Math,25.67,23.19,87,0.39,81,41.13,56.83,75,95.11,68.43,52,83,E,67,15,46,96,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,D,B,19,Subject Content 2 for Math,Assessment Area 2 for Math,95.81,8.16,41,22.4,59,98.7,95.75,83,81.91,6.22,70,47,E,54,48,72,83,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,C,B,3,Subject Content 3 for Math,Assessment Area 3 for Math,93.66,34.44,54,35.23,74,33.29,42.71,39,16.14,24.59,46,41,E,71,98,20,52,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,B,B,15,Subject Content 4 for Math,Assessment Area 4 for Math,59.46,58.74,22,20.65,73,64.23,62,66,78.68,31.8,89,99,E,46,65,92,47,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,D,D,17,Subject Content 5 for Math,Assessment Area 5 for Math,85.5,12.14,75,96.71,17,96.63,92.58,88,59.34,6.8,68,91,E,100,94,60,91,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,D,D,12,Subject Content 6 for Math,Assessment Area 6 for Math,10.89,95.52,41,19.04,76,86.05,59.89,45,21.06,74.25,25,82,E,79,34,76,83,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,B,Z,13,Subject Content 7 for Math,Assessment Area 7 for Math,46.81,42.92,90,77.44,91,65.22,70.27,17,56.65,61.69,68,43,E,57,74,9,7,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,B,D,11,Subject Content 8 for Math,Assessment Area 8 for Math,53.77,40.52,78,52.49,27,6.42,2.56,46,24.29,13.48,35,36,E,41,65,90,85,Participation
"Christ King Catholic School, Bass Hill",2022,8,First Name 8,Last Name 8,8,Class 8,Math,D,B,25,Subject Content 9 for Math,Assessment Area 9 for Math,86.38,8.55,59,73.95,98,18.51,64.04,13,33.6,69.82,42,20,E,2,2,6,85,Participation
